date,warehouse_id,product_id,sales,inventory_level,lead_time,promotion,holiday
2023-03-15,WH1,P1,28,146,6,0,0
2023-03-15,WH1,P2,33,377,4,0,0
2023-03-15,WH1,P3,49,227,6,0,0
2023-03-15,WH1,P4,33,171,6,0,0
2023-03-15,WH1,P5,43,321,5,0,0
2023-03-15,WH2,P1,28,225,5,0,0
2023-03-15,WH2,P2,40,185,3,0,0
2023-03-15,WH2,P3,41,446,3,0,0
2023-03-15,WH2,P4,55,253,5,0,0
2023-03-15,WH2,P5,39,420,5,0,0
2023-03-15,WH3,P1,48,122,4,0,0
2023-03-15,WH3,P2,29,428,5,1,0
2023-03-15,WH3,P3,48,298,5,0,0
2023-03-15,WH3,P4,39,244,4,0,0
2023-03-15,WH3,P5,40,142,4,0,0
2023-03-15,WH4,P1,22,158,6,0,0
2023-03-15,WH4,P2,48,370,4,0,0
2023-03-15,WH4,P3,29,416,5,0,0
2023-03-15,WH4,P4,18,509,5,0,0
2023-03-15,WH4,P5,22,380,5,0,0
2023-03-16,WH1,P1,33,113,5,0,0
2023-03-16,WH1,P2,38,339,5,0,0
2023-03-16,WH1,P3,36,191,5,0,0
2023-03-16,WH1,P4,43,128,3,0,0
2023-03-16,WH1,P5,58,263,6,0,1
2023-03-16,WH2,P1,47,178,3,0,0
2023-03-16,WH2,P2,27,158,5,0,0
2023-03-16,WH2,P3,24,422,4,0,0
2023-03-16,WH2,P4,26,227,3,0,0
2023-03-16,WH2,P5,36,384,5,0,0
2023-03-16,WH3,P1,23,459,4,0,0
2023-03-16,WH3,P2,43,385,4,0,0
2023-03-16,WH3,P3,25,273,3,0,0
2023-03-16,WH3,P4,67,177,5,1,0
2023-03-16,WH3,P5,23,119,6,0,0
2023-03-16,WH4,P1,30,128,6,0,0
2023-03-16,WH4,P2,16,354,5,0,0
2023-03-16,WH4,P3,38,378,3,0,0
2023-03-16,WH4,P4,31,478,6,0,0
2023-03-16,WH4,P5,26,354,3,0,0
2023-03-17,WH1,P1,43,526,6,0,0
2023-03-17,WH1,P2,71,268,5,1,0
2023-03-17,WH1,P3,18,173,3,1,0
2023-03-17,WH1,P4,46,536,3,0,0
2023-03-17,WH1,P5,48,215,4,0,0
2023-03-17,WH2,P1,20,158,6,0,0
2023-03-17,WH2,P2,56,102,6,1,0
2023-03-17,WH2,P3,33,389,4,0,0
2023-03-17,WH2,P4,27,200,5,0,0
2023-03-17,WH2,P5,47,337,3,0,0
2023-03-17,WH3,P1,18,441,6,0,0
2023-03-17,WH3,P2,45,340,4,0,0
2023-03-17,WH3,P3,40,233,4,0,0
2023-03-17,WH3,P4,23,154,5,0,0
2023-03-17,WH3,P5,29,444,5,1,0
2023-03-17,WH4,P1,44,398,4,0,0
2023-03-17,WH4,P2,21,333,3,0,0
2023-03-17,WH4,P3,35,343,3,0,0
2023-03-17,WH4,P4,28,450,4,0,0
2023-03-17,WH4,P5,21,333,5,0,0
2023-03-18,WH1,P1,21,505,5,0,0
2023-03-18,WH1,P2,28,240,3,0,0
2023-03-18,WH1,P3,56,117,4,0,0
2023-03-18,WH1,P4,22,514,5,0,0
2023-03-18,WH1,P5,53,162,4,0,0
2023-03-18,WH2,P1,63,469,3,0,0
2023-03-18,WH2,P2,35,522,4,0,0
2023-03-18,WH2,P3,60,329,5,0,0
2023-03-18,WH2,P4,35,165,6,0,0
2023-03-18,WH2,P5,59,278,4,0,0
2023-03-18,WH3,P1,32,409,3,0,0
2023-03-18,WH3,P2,54,286,3,0,0
2023-03-18,WH3,P3,49,184,6,0,0
2023-03-18,WH3,P4,30,124,5,0,0
2023-03-18,WH3,P5,45,399,3,0,0
2023-03-18,WH4,P1,28,370,3,0,0
2023-03-18,WH4,P2,58,275,5,0,0
2023-03-18,WH4,P3,47,296,4,0,0
2023-03-18,WH4,P4,48,402,3,0,0
2023-03-18,WH4,P5,57,276,4,0,0
2023-03-19,WH1,P1,47,458,4,0,0
2023-03-19,WH1,P2,50,190,5,0,0
2023-03-19,WH1,P3,63,504,6,0,0
2023-03-19,WH1,P4,39,475,5,0,0
2023-03-19,WH1,P5,34,128,4,1,0
2023-03-19,WH2,P1,26,443,3,0,0
2023-03-19,WH2,P2,79,443,6,1,0
2023-03-19,WH2,P3,51,278,4,0,0
2023-03-19,WH2,P4,35,130,4,0,0
2023-03-19,WH2,P5,41,237,5,0,0
2023-03-19,WH3,P1,50,359,3,0,0
2023-03-19,WH3,P2,26,260,4,0,0
2023-03-19,WH3,P3,24,160,6,0,0
2023-03-19,WH3,P4,37,495,6,0,0
2023-03-19,WH3,P5,43,356,6,0,0
2023-03-19,WH4,P1,31,339,3,0,0
2023-03-19,WH4,P2,56,219,4,1,0
2023-03-19,WH4,P3,59,237,6,0,0
2023-03-19,WH4,P4,36,366,5,0,0
2023-03-19,WH4,P5,33,243,4,0,0
2023-03-20,WH1,P1,25,433,3,0,0
2023-03-20,WH1,P2,40,150,5,0,0
2023-03-20,WH1,P3,34,470,4,0,0
2023-03-20,WH1,P4,39,436,6,0,0
2023-03-20,WH1,P5,40,502,4,0,0
2023-03-20,WH2,P1,35,408,4,0,0
2023-03-20,WH2,P2,39,404,5,0,0
2023-03-20,WH2,P3,32,246,6,0,0
2023-03-20,WH2,P4,68,380,3,1,0
2023-03-20,WH2,P5,42,195,5,0,0
2023-03-20,WH3,P1,30,329,3,0,0
2023-03-20,WH3,P2,29,231,4,0,0
2023-03-20,WH3,P3,26,134,4,0,0
2023-03-20,WH3,P4,41,454,4,0,0
2023-03-20,WH3,P5,50,306,3,0,0
2023-03-20,WH4,P1,21,318,4,0,0
2023-03-20,WH4,P2,21,198,4,0,0
2023-03-20,WH4,P3,48,189,6,0,0
2023-03-20,WH4,P4,44,322,6,0,0
2023-03-20,WH4,P5,40,203,4,0,0
2023-03-21,WH1,P1,40,393,4,0,0
2023-03-21,WH1,P2,32,118,6,0,0
2023-03-21,WH1,P3,26,444,6,0,0
2023-03-21,WH1,P4,39,397,3,0,0
2023-03-21,WH1,P5,30,472,4,0,0
2023-03-21,WH2,P1,33,375,6,0,0
2023-03-21,WH2,P2,30,374,4,0,0
2023-03-21,WH2,P3,45,201,4,0,0
2023-03-21,WH2,P4,50,330,4,0,0
2023-03-21,WH2,P5,40,155,6,0,1
2023-03-21,WH3,P1,20,309,6,0,0
2023-03-21,WH3,P2,31,200,3,0,0
2023-03-21,WH3,P3,75,440,5,1,0
2023-03-21,WH3,P4,46,408,3,0,0
2023-03-21,WH3,P5,33,273,4,0,0
2023-03-21,WH4,P1,27,291,5,0,0
2023-03-21,WH4,P2,48,150,6,0,0
2023-03-21,WH4,P3,38,151,5,0,0
2023-03-21,WH4,P4,23,299,4,0,0
2023-03-21,WH4,P5,22,181,5,0,0
2023-03-22,WH1,P1,31,362,3,0,0
2023-03-22,WH1,P2,45,491,3,0,0
2023-03-22,WH1,P3,37,407,5,0,0
2023-03-22,WH1,P4,43,354,5,0,0
2023-03-22,WH1,P5,34,438,5,0,0
2023-03-22,WH2,P1,32,343,5,0,0
2023-03-22,WH2,P2,27,347,4,0,0
2023-03-22,WH2,P3,31,170,4,0,0
2023-03-22,WH2,P4,53,277,3,1,0
2023-03-22,WH2,P5,46,109,4,0,0
2023-03-22,WH3,P1,51,258,3,0,0
2023-03-22,WH3,P2,46,154,3,0,0
2023-03-22,WH3,P3,25,415,4,0,0
2023-03-22,WH3,P4,32,376,3,0,0
2023-03-22,WH3,P5,42,231,5,0,0
2023-03-22,WH4,P1,38,253,4,0,0
2023-03-22,WH4,P2,68,541,6,1,0
2023-03-22,WH4,P3,39,112,6,0,0
2023-03-22,WH4,P4,31,268,3,0,0
2023-03-22,WH4,P5,49,132,6,0,0
2023-03-23,WH1,P1,24,338,4,0,0
2023-03-23,WH1,P2,35,456,6,0,0
2023-03-23,WH1,P3,25,382,5,0,0
2023-03-23,WH1,P4,28,326,6,0,0
2023-03-23,WH1,P5,47,391,5,0,0
2023-03-23,WH2,P1,43,300,6,0,0
2023-03-23,WH2,P2,37,310,3,0,0
2023-03-23,WH2,P3,27,143,4,0,0
2023-03-23,WH2,P4,41,236,5,0,0
2023-03-23,WH2,P5,32,406,4,0,0
2023-03-23,WH3,P1,28,230,3,0,0
2023-03-23,WH3,P2,43,111,5,0,0
2023-03-23,WH3,P3,42,373,5,0,0
2023-03-23,WH3,P4,18,358,4,0,0
2023-03-23,WH3,P5,26,205,3,0,0
2023-03-23,WH4,P1,37,216,6,0,0
2023-03-23,WH4,P2,41,500,6,0,0
2023-03-23,WH4,P3,46,514,5,0,0
2023-03-23,WH4,P4,46,222,4,0,0
2023-03-23,WH4,P5,32,100,6,0,0
2023-03-24,WH1,P1,19,319,5,0,0
2023-03-24,WH1,P2,26,430,4,0,0
2023-03-24,WH1,P3,70,312,6,1,0
2023-03-24,WH1,P4,29,297,3,0,0
2023-03-24,WH1,P5,41,350,5,0,0
2023-03-24,WH2,P1,34,266,5,0,0
2023-03-24,WH2,P2,47,263,5,0,0
2023-03-24,WH2,P3,70,412,3,1,0
2023-03-24,WH2,P4,31,205,6,0,0
2023-03-24,WH2,P5,41,365,4,1,0
2023-03-24,WH3,P1,31,199,6,0,0
2023-03-24,WH3,P2,22,575,3,0,0
2023-03-24,WH3,P3,48,325,5,0,0
2023-03-24,WH3,P4,24,334,5,0,0
2023-03-24,WH3,P5,23,182,5,0,0
2023-03-24,WH4,P1,32,184,3,0,0
2023-03-24,WH4,P2,64,436,4,1,0
2023-03-24,WH4,P3,38,476,6,0,0
2023-03-24,WH4,P4,42,180,3,0,0
2023-03-24,WH4,P5,36,454,5,0,0
2023-03-25,WH1,P1,41,278,3,0,0
2023-03-25,WH1,P2,43,387,3,1,0
2023-03-25,WH1,P3,59,253,3,0,0
2023-03-25,WH1,P4,65,232,6,1,0
2023-03-25,WH1,P5,21,329,3,0,0
2023-03-25,WH2,P1,52,214,6,1,0
2023-03-25,WH2,P2,35,228,6,0,0
2023-03-25,WH2,P3,53,359,6,0,0
2023-03-25,WH2,P4,44,161,6,0,0
2023-03-25,WH2,P5,38,327,3,0,0
2023-03-25,WH3,P1,52,147,6,0,0
2023-03-25,WH3,P2,41,534,5,0,0
2023-03-25,WH3,P3,54,271,6,0,0
2023-03-25,WH3,P4,42,292,5,0,0
2023-03-25,WH3,P5,43,139,5,0,0
2023-03-25,WH4,P1,43,141,3,0,0
2023-03-25,WH4,P2,29,407,3,0,0
2023-03-25,WH4,P3,28,448,4,0,0
2023-03-25,WH4,P4,70,110,3,0,1
2023-03-25,WH4,P5,39,415,3,0,0
2023-03-26,WH1,P1,27,251,6,0,0
2023-03-26,WH1,P2,56,331,5,0,0
2023-03-26,WH1,P3,59,194,6,0,0
2023-03-26,WH1,P4,35,197,3,0,0
2023-03-26,WH1,P5,71,258,5,0,1
2023-03-26,WH2,P1,26,188,4,0,0
2023-03-26,WH2,P2,31,197,6,0,0
2023-03-26,WH2,P3,53,306,5,0,0
2023-03-26,WH2,P4,54,107,5,0,0
2023-03-26,WH2,P5,47,280,6,0,0
2023-03-26,WH3,P1,73,569,4,0,1
2023-03-26,WH3,P2,45,489,5,0,0
2023-03-26,WH3,P3,44,227,6,0,0
2023-03-26,WH3,P4,32,260,6,0,0
2023-03-26,WH3,P5,59,574,6,0,0
2023-03-26,WH4,P1,45,524,4,0,0
2023-03-26,WH4,P2,27,380,5,0,0
2023-03-26,WH4,P3,30,418,6,0,0
2023-03-26,WH4,P4,92,467,3,1,0
2023-03-26,WH4,P5,40,375,5,0,0
2023-03-27,WH1,P1,13,238,5,0,0
2023-03-27,WH1,P2,30,301,5,0,0
2023-03-27,WH1,P3,39,155,3,0,0
2023-03-27,WH1,P4,37,160,4,0,0
2023-03-27,WH1,P5,32,226,4,0,0
2023-03-27,WH2,P1,30,158,4,0,0
2023-03-27,WH2,P2,38,159,6,0,0
2023-03-27,WH2,P3,30,276,5,0,0
2023-03-27,WH2,P4,37,438,3,0,0
2023-03-27,WH2,P5,41,239,6,0,0
2023-03-27,WH3,P1,37,532,3,0,0
2023-03-27,WH3,P2,23,466,3,0,0
2023-03-27,WH3,P3,24,203,3,0,0
2023-03-27,WH3,P4,25,235,3,0,0
2023-03-27,WH3,P5,22,552,4,0,0
2023-03-27,WH4,P1,41,483,4,0,0
2023-03-27,WH4,P2,35,345,4,0,0
2023-03-27,WH4,P3,53,365,3,1,0
2023-03-27,WH4,P4,21,446,6,0,0
2023-03-27,WH4,P5,44,331,5,0,0
2023-03-28,WH1,P1,17,221,4,0,0
2023-03-28,WH1,P2,28,273,4,0,0
2023-03-28,WH1,P3,46,109,4,0,1
2023-03-28,WH1,P4,42,118,4,0,0
2023-03-28,WH1,P5,39,187,3,0,0
2023-03-28,WH2,P1,54,104,4,0,0
2023-03-28,WH2,P2,37,122,3,0,0
2023-03-28,WH2,P3,27,249,3,0,0
2023-03-28,WH2,P4,25,413,3,0,0
2023-03-28,WH2,P5,30,209,6,0,0
2023-03-28,WH3,P1,74,458,5,1,0
2023-03-28,WH3,P2,43,423,5,0,0
2023-03-28,WH3,P3,38,165,3,0,0
2023-03-28,WH3,P4,17,218,3,0,0
2023-03-28,WH3,P5,60,492,6,0,1
2023-03-28,WH4,P1,22,461,5,0,0
2023-03-28,WH4,P2,29,316,3,0,0
2023-03-28,WH4,P3,42,323,5,0,0
2023-03-28,WH4,P4,27,419,6,0,0
2023-03-28,WH4,P5,23,308,3,0,0
2023-03-29,WH1,P1,32,189,5,0,0
2023-03-29,WH1,P2,23,250,6,0,0
2023-03-29,WH1,P3,31,394,3,0,0
2023-03-29,WH1,P4,52,432,4,0,1
2023-03-29,WH1,P5,63,124,4,1,0
2023-03-29,WH2,P1,61,470,5,1,0
2023-03-29,WH2,P2,18,104,3,0,0
2023-03-29,WH2,P3,39,210,3,0,0
2023-03-29,WH2,P4,49,364,6,0,0
2023-03-29,WH2,P5,43,166,5,0,0
2023-03-29,WH3,P1,49,409,3,0,0
2023-03-29,WH3,P2,31,392,4,0,0
2023-03-29,WH3,P3,30,135,4,0,0
2023-03-29,WH3,P4,33,185,4,0,0
2023-03-29,WH3,P5,29,463,5,0,0
2023-03-29,WH4,P1,36,425,5,0,0
2023-03-29,WH4,P2,40,276,4,0,0
2023-03-29,WH4,P3,45,278,6,0,0
2023-03-29,WH4,P4,51,368,6,1,0
2023-03-29,WH4,P5,22,286,3,0,1
2023-03-30,WH1,P1,39,150,5,0,0
2023-03-30,WH1,P2,29,221,6,0,0
2023-03-30,WH1,P3,32,362,3,0,0
2023-03-30,WH1,P4,41,391,6,0,0
2023-03-30,WH1,P5,40,566,3,0,0
2023-03-30,WH2,P1,35,435,6,0,0
2023-03-30,WH2,P2,30,463,3,0,0
2023-03-30,WH2,P3,43,167,6,0,0
2023-03-30,WH2,P4,31,333,6,0,0
2023-03-30,WH2,P5,22,144,6,0,0
2023-03-30,WH3,P1,44,365,4,0,0
2023-03-30,WH3,P2,51,341,4,0,0
2023-03-30,WH3,P3,25,110,5,0,0
2023-03-30,WH3,P4,57,128,4,0,1
2023-03-30,WH3,P5,41,422,3,0,0
2023-03-30,WH4,P1,48,377,4,0,0
2023-03-30,WH4,P2,22,254,3,0,0
2023-03-30,WH4,P3,29,249,3,0,0
2023-03-30,WH4,P4,22,346,4,0,0
2023-03-30,WH4,P5,31,255,5,0,0
2023-03-31,WH1,P1,53,424,5,0,0
2023-03-31,WH1,P2,28,193,5,0,0
2023-03-31,WH1,P3,56,306,5,0,0
2023-03-31,WH1,P4,38,353,6,0,1
2023-03-31,WH1,P5,47,519,5,0,0
2023-03-31,WH2,P1,41,394,5,0,0
2023-03-31,WH2,P2,21,442,5,0,0
2023-03-31,WH2,P3,37,130,4,0,0
2023-03-31,WH2,P4,40,293,3,0,0
2023-03-31,WH2,P5,24,120,4,0,0
2023-03-31,WH3,P1,18,347,4,0,0
2023-03-31,WH3,P2,51,290,3,0,0
2023-03-31,WH3,P3,50,487,3,0,0
2023-03-31,WH3,P4,34,557,3,0,0
2023-03-31,WH3,P5,25,397,5,0,0
2023-03-31,WH4,P1,27,350,3,0,0
2023-03-31,WH4,P2,24,230,5,0,0
2023-03-31,WH4,P3,23,226,5,0,0
2023-03-31,WH4,P4,48,298,4,1,0
2023-03-31,WH4,P5,42,213,6,0,0
2023-04-01,WH1,P1,33,391,5,0,0
2023-04-01,WH1,P2,38,155,5,0,0
2023-04-01,WH1,P3,44,262,5,0,0
2023-04-01,WH1,P4,21,332,6,0,0
2023-04-01,WH1,P5,33,486,4,0,0
2023-04-01,WH2,P1,22,372,3,0,0
2023-04-01,WH2,P2,40,402,6,0,0
2023-04-01,WH2,P3,38,586,5,0,0
2023-04-01,WH2,P4,43,250,5,0,0
2023-04-01,WH2,P5,33,457,3,0,0
2023-04-01,WH3,P1,51,296,5,1,0
2023-04-01,WH3,P2,19,271,6,0,0
2023-04-01,WH3,P3,23,464,5,0,0
2023-04-01,WH3,P4,36,521,6,0,0
2023-04-01,WH3,P5,47,350,4,0,0
2023-04-01,WH4,P1,35,315,3,0,0
2023-04-01,WH4,P2,35,195,5,1,0
2023-04-01,WH4,P3,30,196,6,0,0
2023-04-01,WH4,P4,29,269,6,0,0
2023-04-01,WH4,P5,34,179,3,0,0
2023-04-02,WH1,P1,54,337,5,0,0
2023-04-02,WH1,P2,58,518,5,0,0
2023-04-02,WH1,P3,52,210,3,1,0
2023-04-02,WH1,P4,40,292,5,0,0
2023-04-02,WH1,P5,47,439,3,0,0
2023-04-02,WH2,P1,25,347,5,0,0
2023-04-02,WH2,P2,38,364,4,0,0
2023-04-02,WH2,P3,33,553,5,0,0
2023-04-02,WH2,P4,48,202,3,0,0
2023-04-02,WH2,P5,48,409,6,0,0
2023-04-02,WH3,P1,40,256,4,0,0
2023-04-02,WH3,P2,28,243,6,0,0
2023-04-02,WH3,P3,46,418,6,0,0
2023-04-02,WH3,P4,51,470,6,0,0
2023-04-02,WH3,P5,43,307,6,0,0
2023-04-02,WH4,P1,60,255,5,0,0
2023-04-02,WH4,P2,37,158,4,0,0
2023-04-02,WH4,P3,25,171,4,0,0
2023-04-02,WH4,P4,105,164,4,1,1
2023-04-02,WH4,P5,36,143,6,0,0
2023-04-03,WH1,P1,34,303,3,0,0
2023-04-03,WH1,P2,40,478,3,0,0
2023-04-03,WH1,P3,40,170,3,0,0
2023-04-03,WH1,P4,33,259,4,0,0
2023-04-03,WH1,P5,33,406,4,0,0
2023-04-03,WH2,P1,47,300,5,0,0
2023-04-03,WH2,P2,27,337,6,0,0
2023-04-03,WH2,P3,26,527,3,0,0
2023-04-03,WH2,P4,50,152,4,0,0
2023-04-03,WH2,P5,39,370,6,0,0
2023-04-03,WH3,P1,34,222,4,0,0
2023-04-03,WH3,P2,32,211,6,0,0
2023-04-03,WH3,P3,53,365,3,0,0
2023-04-03,WH3,P4,36,434,5,0,0
2023-04-03,WH3,P5,32,275,6,0,0
2023-04-03,WH4,P1,34,221,4,0,0
2023-04-03,WH4,P2,36,122,6,0,0
2023-04-03,WH4,P3,52,119,3,0,0
2023-04-03,WH4,P4,24,140,3,0,0
2023-04-03,WH4,P5,39,104,6,0,0
2023-04-04,WH1,P1,69,234,4,1,0
2023-04-04,WH1,P2,46,432,3,0,0
2023-04-04,WH1,P3,23,147,3,0,0
2023-04-04,WH1,P4,48,211,6,0,0
2023-04-04,WH1,P5,71,335,6,1,0
2023-04-04,WH2,P1,21,279,3,0,0
2023-04-04,WH2,P2,28,309,5,0,0
2023-04-04,WH2,P3,39,488,5,0,0
2023-04-04,WH2,P4,47,105,5,0,0
2023-04-04,WH2,P5,47,323,6,0,0
2023-04-04,WH3,P1,18,204,3,0,0
2023-04-04,WH3,P2,45,166,6,0,0
2023-04-04,WH3,P3,22,343,6,0,0
2023-04-04,WH3,P4,22,412,6,0,0
2023-04-04,WH3,P5,37,238,3,0,0
2023-04-04,WH4,P1,28,193,6,0,0
2023-04-04,WH4,P2,18,104,6,0,0
2023-04-04,WH4,P3,33,433,3,0,0
2023-04-04,WH4,P4,37,103,5,0,0
2023-04-04,WH4,P5,17,465,5,0,0
2023-04-05,WH1,P1,42,192,3,0,0
2023-04-05,WH1,P2,40,392,3,0,0
2023-04-05,WH1,P3,73,514,4,1,0
2023-04-05,WH1,P4,43,168,3,0,0
2023-04-05,WH1,P5,18,317,4,0,0
2023-04-05,WH2,P1,52,227,3,0,1
2023-04-05,WH2,P2,29,280,6,0,0
2023-04-05,WH2,P3,28,460,6,0,0
2023-04-05,WH2,P4,34,443,3,0,0
2023-04-05,WH2,P5,22,301,5,0,0
2023-04-05,WH3,P1,34,170,4,0,0
2023-04-05,WH3,P2,41,125,4,0,0
2023-04-05,WH3,P3,31,312,5,0,0
2023-04-05,WH3,P4,49,363,3,0,0
2023-04-05,WH3,P5,28,210,6,0,0
2023-04-05,WH4,P1,22,171,5,0,0
2023-04-05,WH4,P2,27,434,3,0,0
2023-04-05,WH4,P3,54,379,5,1,0
2023-04-05,WH4,P4,39,473,3,0,0
2023-04-05,WH4,P5,19,446,6,0,0
2023-04-06,WH1,P1,71,121,4,1,0
2023-04-06,WH1,P2,23,369,4,0,0
2023-04-06,WH1,P3,36,478,3,0,0
2023-04-06,WH1,P4,40,128,5,0,0
2023-04-06,WH1,P5,37,280,6,0,0
2023-04-06,WH2,P1,29,198,4,0,0
2023-04-06,WH2,P2,29,251,4,0,0
2023-04-06,WH2,P3,38,422,4,0,0
2023-04-06,WH2,P4,44,399,4,0,0
2023-04-06,WH2,P5,21,280,4,0,0
2023-04-06,WH3,P1,19,151,5,0,0
2023-04-06,WH3,P2,32,531,4,0,0
2023-04-06,WH3,P3,40,272,6,0,0
2023-04-06,WH3,P4,33,330,5,0,0
2023-04-06,WH3,P5,45,165,4,0,0
2023-04-06,WH4,P1,18,153,5,0,0
2023-04-06,WH4,P2,15,419,3,0,0
2023-04-06,WH4,P3,47,332,4,0,0
2023-04-06,WH4,P4,33,440,4,0,0
2023-04-06,WH4,P5,24,422,6,0,0
2023-04-07,WH1,P1,23,566,5,0,0
2023-04-07,WH1,P2,24,345,6,0,0
2023-04-07,WH1,P3,42,436,3,0,0
2023-04-07,WH1,P4,30,579,5,0,0
2023-04-07,WH1,P5,19,261,3,0,0
2023-04-07,WH2,P1,21,177,6,0,0
2023-04-07,WH2,P2,34,217,4,0,0
2023-04-07,WH2,P3,45,377,4,0,0
2023-04-07,WH2,P4,29,370,3,0,0
2023-04-07,WH2,P5,36,244,6,0,0
2023-04-07,WH3,P1,33,118,5,0,0
2023-04-07,WH3,P2,49,482,5,1,0
2023-04-07,WH3,P3,52,220,6,1,0
2023-04-07,WH3,P4,27,303,4,0,0
2023-04-07,WH3,P5,36,129,4,0,0
2023-04-07,WH4,P1,43,110,5,0,0
2023-04-07,WH4,P2,51,368,5,0,0
2023-04-07,WH4,P3,30,302,6,0,0
2023-04-07,WH4,P4,25,415,5,0,0
2023-04-07,WH4,P5,38,384,3,1,1
2023-04-08,WH1,P1,16,550,4,0,0
2023-04-08,WH1,P2,60,285,5,1,0
2023-04-08,WH1,P3,29,407,3,0,0
2023-04-08,WH1,P4,47,532,4,0,0
2023-04-08,WH1,P5,35,226,5,0,0
2023-04-08,WH2,P1,36,141,4,0,0
2023-04-08,WH2,P2,37,180,5,0,0
2023-04-08,WH2,P3,46,331,3,0,0
2023-04-08,WH2,P4,18,352,3,0,0
2023-04-08,WH2,P5,41,203,6,0,0
2023-04-08,WH3,P1,26,427,5,0,0
2023-04-08,WH3,P2,34,448,5,0,0
2023-04-08,WH3,P3,36,184,3,0,0
2023-04-08,WH3,P4,63,240,6,0,1
2023-04-08,WH3,P5,44,447,6,0,0
2023-04-08,WH4,P1,28,424,5,0,0
2023-04-08,WH4,P2,27,341,6,0,0
2023-04-08,WH4,P3,39,263,5,0,0
2023-04-08,WH4,P4,29,386,6,0,1
2023-04-08,WH4,P5,24,360,4,0,0
2023-04-09,WH1,P1,47,503,3,0,0
2023-04-09,WH1,P2,26,259,6,0,0
2023-04-09,WH1,P3,21,386,5,0,0
2023-04-09,WH1,P4,47,485,4,0,0
2023-04-09,WH1,P5,32,194,6,0,0
2023-04-09,WH2,P1,53,440,5,0,0
2023-04-09,WH2,P2,76,104,6,1,0
2023-04-09,WH2,P3,56,275,6,0,0
2023-04-09,WH2,P4,49,303,3,0,0
2023-04-09,WH2,P5,32,171,5,0,0
2023-04-09,WH3,P1,38,389,6,1,0
2023-04-09,WH3,P2,41,407,3,0,0
2023-04-09,WH3,P3,53,131,4,0,0
2023-04-09,WH3,P4,40,200,4,0,0
2023-04-09,WH3,P5,33,414,6,0,0
2023-04-09,WH4,P1,39,385,4,0,0
2023-04-09,WH4,P2,41,300,4,1,0
2023-04-09,WH4,P3,35,228,5,0,0
2023-04-09,WH4,P4,27,359,5,0,0
2023-04-09,WH4,P5,51,309,5,0,0
2023-04-10,WH1,P1,75,428,4,1,1
2023-04-10,WH1,P2,50,209,5,0,0
2023-04-10,WH1,P3,19,367,3,0,0
2023-04-10,WH1,P4,19,466,3,0,0
2023-04-10,WH1,P5,42,152,5,0,0
2023-04-10,WH2,P1,30,410,4,0,0
2023-04-10,WH2,P2,49,384,6,0,0
2023-04-10,WH2,P3,35,240,3,0,0
2023-04-10,WH2,P4,34,269,4,0,0
2023-04-10,WH2,P5,26,145,5,0,0
2023-04-10,WH3,P1,33,356,6,0,0
2023-04-10,WH3,P2,18,389,4,0,0
2023-04-10,WH3,P3,43,465,4,0,0
2023-04-10,WH3,P4,72,128,6,1,0
2023-04-10,WH3,P5,23,391,3,0,0
2023-04-10,WH4,P1,48,337,4,0,0
2023-04-10,WH4,P2,28,272,3,0,0
2023-04-10,WH4,P3,30,198,4,0,0
2023-04-10,WH4,P4,43,316,6,0,0
2023-04-10,WH4,P5,26,283,3,0,0
2023-04-11,WH1,P1,31,397,4,0,0
2023-04-11,WH1,P2,35,174,4,1,0
2023-04-11,WH1,P3,24,343,4,0,0
2023-04-11,WH1,P4,48,418,4,0,0
2023-04-11,WH1,P5,27,125,4,0,0
2023-04-11,WH2,P1,27,383,6,0,0
2023-04-11,WH2,P2,32,352,3,0,0
2023-04-11,WH2,P3,29,211,5,0,0
2023-04-11,WH2,P4,39,230,3,0,0
2023-04-11,WH2,P5,42,103,6,0,0
2023-04-11,WH3,P1,40,316,5,0,0
2023-04-11,WH3,P2,42,347,3,0,0
2023-04-11,WH3,P3,35,430,4,0,0
2023-04-11,WH3,P4,23,105,4,0,0
2023-04-11,WH3,P5,48,343,5,0,0
2023-04-11,WH4,P1,39,298,4,0,0
2023-04-11,WH4,P2,34,238,5,0,0
2023-04-11,WH4,P3,50,148,4,0,0
2023-04-11,WH4,P4,53,263,3,0,0
2023-04-11,WH4,P5,40,243,3,0,0
2023-04-12,WH1,P1,29,368,5,0,0
2023-04-12,WH1,P2,29,145,3,0,0
2023-04-12,WH1,P3,29,314,6,1,0
2023-04-12,WH1,P4,40,378,5,0,0
2023-04-12,WH1,P5,41,544,4,0,0
2023-04-12,WH2,P1,38,345,4,0,0
2023-04-12,WH2,P2,34,318,4,0,0
2023-04-12,WH2,P3,40,171,4,0,0
2023-04-12,WH2,P4,50,180,6,0,0
2023-04-12,WH2,P5,37,381,3,0,0
2023-04-12,WH3,P1,39,277,5,0,0
2023-04-12,WH3,P2,74,273,6,1,0
2023-04-12,WH3,P3,32,398,6,0,0
2023-04-12,WH3,P4,31,561,4,0,0
2023-04-12,WH3,P5,47,296,4,0,0
2023-04-12,WH4,P1,34,264,6,1,0
2023-04-12,WH4,P2,20,218,3,0,0
2023-04-12,WH4,P3,47,101,3,0,0
2023-04-12,WH4,P4,39,224,5,0,0
2023-04-12,WH4,P5,62,181,3,1,0
2023-04-13,WH1,P1,45,323,6,0,0
